tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,404559.0743604357,99,99,40.718121256735074,178,3,34,98.5994,114.691,10^-57.3434,0.0152791,0.253836,,,5.698992465443233,65.1947447088174,285,3,283,57.0034,16.4906,10^0.600375,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,404559.0743604357,99,99,40.718121256735074,178,3,34,98.5994,114.691,10^-57.3434,0.0152791,0.253836,,,14.751315131432834,65.1947447088174,285,3,283,57.0034,16.4906,10^0.600375,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,283654.32785590726,100,100,32.02548862889275,140,3,60,99.5425,168.669,10^-86.8245,,,,,-100,0.0,0,,,0,0,10^0,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,283654.32785590726,100,100,28.365432785590727,124,3,60,99.5832,181.175,10^-93.296,,,,,,,,,,,,,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,36600.55843302029,100,100,3.6600558433020294,16,,,99.2375,74.875,10^-38.2882,,,,,,,,,,,,,,,,,
7158,2,7158,Aedes,"",eukaryota,false,30843.886098256058,6.052760725323955,6.052760725323955,248.19753687391886,1085,11,725,92.9577,253.536,10^-124.887,10.6521,39.2458,,,-0.3355853656804404,8.463879137635942,37,2,31,66.7482,29.2727,10^-0.892121,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,30843.886098256058,20.91746807042325,20.91746807042325,243.62246706979133,1065,11,725,92.9826,257.084,10^-126.765,3.56942,11.4762,,,-0.2792665846460936,8.235125647429566,36,2,31,65.7091,29.4375,10^-0.716875,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-1.904728583684294,-0.06775266708243333,-0.06775266708243333,4.575069804127536,20,,,91.67,70.25,10^-27.8875,6.04264,21.6607,,,-0.3717135918231659,0.22875349020637684,1,,,100.0,24.0,10^-6.5,61.7901,165.615,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,16628.617389621948,7.6486006138305305,7.6486006138305305,29.280446746416235,128,1,14,99.1281,91.7969,10^-46.6003,0.466715,3.76719,,,-100,0.0,0,,,0,0,10^0,0.0666213,0.533678,,,"[238, 1117645]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,16628.617389621948,99,99,21.960335059812174,96,,,98.8792,74.3958,10^-37.5761,0.0224088,0.215888,,,-100,0.0,0,,,0,0,10^0,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,4197.629830797924,74.97292351708424,74.97292351708424,7.320111686604059,32,1,14,99.875,144.0,10^-73.6729,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
1866885,2,1866885,Mycolicibacterium,"",bacteria,false,4575.069804127536,100,100,0.6862604706191304,3,,,98.5333,72.0,10^-35.7336,,,,,,,,,,,,,,,,,"[39687, 1794]"
39687,1,1866885,Mycolicibacterium austroafricanum,"",bacteria,false,4575.069804127536,100,100,0.45750698041275367,2,,,99.35,76.0,10^-39.1399,,,,,-100,0.0,0,,,0,0,10^0,0.00127473,0.0180828,,,
