tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,2722381.705358527,99,99,267.7830127663768,1652,8,1639,98.5373,3606.92,10^-302.294,0.0152791,0.253836,,,14.946530470570147,169.87687492685407,1048,5,1048,86.8503,944.043,10^0.175699,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,2722381.705358527,99,99,267.7830127663768,1652,8,1639,98.5373,3606.92,10^-302.294,0.0152791,0.253836,,,38.53395202831096,169.87687492685407,1048,5,1048,86.8503,944.043,10^0.175699,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,1493676.9974652568,100,100,149.1285543251009,920,14,839,99.5308,1340.62,10^-274.181,,,,,91.97541955827829,99.85129289593712,616,13,614,88.9231,371.754,10^0.0495407,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,1493676.9974652568,100,100,146.53501424988175,904,14,839,99.5283,1363.06,10^-278.349,,,,,100,3.0798288393227358,19,1,19,97.087,103.0,10^0.0,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,915995.0015397869,100,100,2.593540075219146,16,,,99.675,75.5625,10^-39.1839,,,,,100,96.77146405661439,597,12,595,88.6906,379.407,10^0.0509514,,,,,
7158,2,7158,Aedes,"",eukaryota,false,53746.49483909295,7.2456946617517755,7.2456946617517755,295.0151835561779,1820,12,1234,93.2931,259.523,10^-116.089,10.6521,39.2458,,,-0.19194660041633183,61.92076929585711,382,5,378,49.8695,45.4889,10^0.422376,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,53746.49483909295,25.268546841625895,25.268546841625895,293.5563172638671,1811,12,1234,93.324,260.507,10^-116.568,3.56942,11.4762,,,-0.31422832330415473,3.2419250940239324,20,1,18,97.5307,98.7222,10^-0.811111,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.4484895046192783,-0.018786074921757226,-0.21161706259212446,1.4588662923107696,9,,,87.4778,74.0,10^-25.6585,6.04264,21.6607,,,-0.018786074921757226,58.67884420183318,362,4,360,47.3756,42.7035,10^0.486919,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,9628.51752925108,99,99,0.9725775282071798,6,,,95.3167,72.6667,10^-32.9821,6.77041e-05,0.00112478,,,-100,0.0,0,,,0,0,10^0,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,9628.51752925108,100,100,0.9725775282071798,6,,,95.3167,72.6667,10^-32.9821,,,,,,,,,,,,,,,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,7432.302947701359,5.340720629183017,5.340720629183017,20.58622434705197,127,1,7,99.3433,75.3543,10^-37.915,0.466715,3.76719,,,-100,0.0,0,,,0,0,10^0,0.0666213,0.533678,,,"[238, 1117645]"
