tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,2886985.318562885,99,99,268.16959516705344,1092,13,985,98.3659,2704.47,10^-268.734,0.0152791,0.253836,,,20.679243290401693,234.77118404734716,956,8,956,83.9651,966.156,10^0.167949,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,2886985.318562885,99,99,268.16959516705344,1092,13,985,98.3659,2704.47,10^-268.734,0.0152791,0.253836,,,53.27723043955343,234.77118404734716,956,8,956,83.9651,966.156,10^0.167949,0.265061,4.40162,,,
7158,2,7158,Aedes,"",eukaryota,false,55916.205645337905,7.343832058740071,7.343832058740071,298.86666421090115,1217,9,775,92.7009,276.721,10^-118.992,10.6521,39.2458,,,-0.3398516144425764,6.876143465821883,28,2,25,76.3839,32.3571,10^-0.696786,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,55916.205645337905,25.602881171188763,25.602881171188763,297.3932048967965,1211,9,775,92.7152,277.795,10^-119.477,3.56942,11.4762,,,-0.29222099047661504,6.3849903611203205,26,2,25,74.5673,32.9615,10^-0.0619231,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.344365457004228,-0.21094335298006578,-0.21094335298006578,1.4734593141046892,6,,,89.9167,66.6667,10^-24.1076,6.04264,21.6607,,,-0.3701291966023515,0.4911531047015631,2,,,100.0,24.5,10^-8.95,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,34036.910155818325,99,99,3.4380717329109416,14,,,95.9357,70.8571,10^-32.1168,6.77041e-05,0.00112478,,,-100,0.0,0,,,0,0,10^0,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,34036.910155818325,100,100,3.4380717329109416,14,,,95.9357,70.8571,10^-32.1168,,,,,,,,,,,,,,,,,
1884455,2,1884455,Anphevirus,"",viruses,false,24557.655235078153,100,100,3.4380717329109416,14,,,99.3429,75.5714,10^-38.8468,,,,,-100,0.0,0,,,0,0,10^0,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,24557.655235078153,100,100,2.4557655235078153,10,,,99.6,75.5,10^-39.072,,,,,,,,,,,,,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,9823.062094031262,100,100,0.9823062094031262,4,,,98.7,75.75,10^-38.2839,,,,,,,,,,,,,,,,,
