tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,1187426.7316688458,99,99,120.44586723642799,598,16,483,98.3765,816.836,10^-222.718,0.0152791,0.253836,,,6.167219328378131,70.49507279724045,350,7,350,93.6898,400.828,10^0.0463081,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1187426.7316688458,99,99,120.44586723642799,598,16,483,98.3765,816.836,10^-222.718,0.0152791,0.253836,,,15.955491795575366,70.49507279724045,350,7,350,93.6898,400.828,10^0.0463081,0.265061,4.40162,,,
7158,2,7158,Aedes,"",eukaryota,false,46852.533231046844,6.9084278240029615,6.9084278240029615,281.77887669525546,1399,14,1037,93.0427,250.171,10^-102.206,10.6521,39.2458,,,0.00265332651417844,134.34346730216967,667,6,660,36.026,47.547,10^0.081139,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,46852.533231046844,24.154544555403657,24.154544555403657,280.7718042267234,1394,14,1037,93.0612,250.905,10^-102.526,3.56942,11.4762,,,0.5078286623637919,120.64728173013438,599,4,596,34.8973,50.9884,10^0.0892966,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-1.6279473318692583,-0.2324748291360849,-0.2324748291360849,1.0070724685320065,5,,,88.32,62.8,10^-20.4265,6.04264,21.6607,,,-0.2903958845996118,13.69618557203529,68,2,64,44.6077,21.3824,10^0.0191176,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,20648.37673143298,99,99,2.014144937064013,10,,,96.04,75.9,10^-35.639,6.77041e-05,0.00112478,,,2.344557704411589,3.02121740559602,15,,,60.8441,12.8667,10^-0.209333,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,20648.37673143298,100,100,2.014144937064013,10,,,96.04,75.9,10^-35.639,,,,,100,3.02121740559602,15,1,14,60.8441,12.8667,10^-0.209333,,,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,15261.430758298355,6.7731531162818355,6.7731531162818355,25.982469688125768,129,,,99.4977,74.2481,10^-38.1127,0.466715,3.76719,,,-100,0.0,0,,,0,0,10^0,0.0666213,0.533678,,,"[238, 1117645]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,15261.430758298355,99,99,22.759837788823347,113,,,99.4389,74.3451,10^-38.117,0.0224088,0.215888,,,-100,0.0,0,,,0,0,10^0,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,719.072674457286,32.94361017224586,32.94361017224586,3.222631899302421,16,,,99.9125,73.5625,10^-38.0826,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
4231,2,4231,Helianthus,"",eukaryota,false,13225.953114505475,82.91079476624321,82.91079476624321,1.6113159496512106,8,,,93.7125,73.125,10^-31.5211,0.00199255,0.0194103,,,-100,0.0,0,,,0,0,10^0,0.0269921,0.179354,,,[4232]
4232,1,4231,Helianthus annuus,common sunflower,eukaryota,false,13225.953114505475,99,99,1.6113159496512106,8,,,93.7125,73.125,10^-31.5211,0.000421565,0.00372745,,,-100,0.0,0,,,0,0,10^0,0.026905,0.179365,,,
2600304,2,2600304,Baekduia,"",bacteria,false,4028.2898741280264,100,100,0.40282898741280265,2,,,93.7,48.5,10^-16.3629,,,,,,,,,,,,,,,,,[496014]
496014,1,2600304,Baekduia soli,"",bacteria,false,4028.2898741280264,100,100,0.40282898741280265,2,,,93.7,48.5,10^-16.3629,,,,,,,,,,,,,,,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,359.49893154477843,-0.5107863553743381,-0.5107863553743381,14.904672534273697,74,2,24,98.7993,137.689,10^-68.0073,463.276,877.806,,,-0.6210932881591305,1.812730443357612,9,2,22,99.0124,82.6667,10^-0.7,621.657,997.989,,,"[2607735, 1670677, 2507131, 77133]"
2607735,1,-200,Guadeloupe mosquito virus,"",viruses,false,359.49893154477843,100,100,4.833947848953631,24,,,99.2958,75.7083,10^-38.8826,,,,,100,1.812730443357612,9,1,8,99.0124,82.6667,10^-0.7,,,,,
1670677,1,-200,Humaita-Tubiacanga virus,"",viruses,false,288.06337044760886,100,100,5.639605823779237,28,1,16,97.8831,183.893,10^-87.6826,,,,,-100,0.0,0,,,0,0,10^0,0.39786,1.6869,,,
2507131,1,-200,Renna virus,"",viruses,false,185.18359528774852,100,100,3.625460886715224,18,1,8,99.2956,162.222,10^-82.5352,,,,,,,,,,,,,,,,,
77133,1,-200,uncultured bacterium,"",bacteria,false,-0.09538449840962715,-0.23178632112437414,-0.23178632112437414,0.8056579748256053,4,,,100.0,75.75,10^-39.6536,72.7869,310.55,,,-100,0.0,0,,,0,0,10^0,22.8879,92.29,,,
57515,2,57515,Nicrophorus,sexton beetles,eukaryota,false,6.936526035784099,5.868480297632426,5.868480297632426,0.20141449370640133,1,,,85.5,76.0,10^-24.7212,0.00971589,0.0326658,,,-100,0.0,0,,,0,0,10^0,0.0592167,0.227636,,,[110193]
110193,1,57515,Nicrophorus vespilloides,"",eukaryota,false,6.936526035784099,5.868480297632426,5.868480297632426,0.20141449370640133,1,,,85.5,76.0,10^-24.7212,0.00971589,0.0326658,,,-100,0.0,0,,,0,0,10^0,0.0592167,0.227636,,,
1716,2,1716,Corynebacterium,"",bacteria,false,4.2081209560222375,-0.2089284082086142,-0.2089284082086142,0.6042434811192039,3,,,98.7,75.0,10^-37.7776,35.6898,167.931,,,-100,0.0,0,,,0,0,10^0,21.5418,89.2356,,,"[38301, 65058]"
38301,1,1716,Corynebacterium minutissimum,"",bacteria,false,4.2081209560222375,100,100,0.20141449370640133,1,,,98.7,76.0,10^-38.4559,,,,,-100,0.0,0,,,0,0,10^0,0.00902194,0.142515,,,
