tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,1683717.1171242201,99,99,170.1847826715541,824,13,764,98.2743,1173.91,10^-279.195,0.0152791,0.253836,,,8.11355996741486,92.52764883113622,448,7,448,84.5561,517.718,10^0.0921273,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1683717.1171242201,99,99,170.1847826715541,824,13,764,98.2743,1173.91,10^-279.195,0.0152791,0.253836,,,20.961052483207595,92.52764883113622,448,7,448,84.5561,517.718,10^0.0921273,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,1441568.3418364152,100,100,98.72369674393552,478,16,377,99.6862,370.049,10^-205.387,,,,,72.63768483982332,78.89634342297775,382,15,381,65.6036,41.543,10^0.34193,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,1441568.3418364152,100,100,94.7995330658293,459,16,377,99.6845,382.586,10^-212.463,,,,,100,67.94999211036566,329,11,328,63.1427,36.1558,10^0.377564,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,118753.39846021261,100,100,3.9241636781062232,19,,,99.7263,75.1053,10^-38.9281,,,,,100,10.946351312612096,53,4,53,81.0924,75.451,10^0.117647,,,,,
7158,2,7158,Aedes,"",eukaryota,false,73494.3633055604,8.059275001793221,8.059275001793221,326.9447948653764,1583,8,1257,92.5483,253.901,10^-101.139,10.6521,39.2458,,,-0.35277822748086474,2.0653493042664333,10,1,8,54.2856,21.7,10^-0.788,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,73494.3633055604,28.033939406943347,28.033939406943347,325.29251542196323,1575,8,1257,92.5595,255.015,10^-101.593,3.56942,11.4762,,,-0.33548172910868557,0.20653493042664334,1,,,100.0,25.0,10^-6.8,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.9363233786790737,-0.2026878428022572,-0.2026878428022572,1.6522794434131467,8,,,90.675,67.0,10^-24.9588,6.04264,21.6607,,,-0.3618711205274897,1.85881437383979,9,1,8,49.2062,21.3333,10^-0.12,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,32504.699942225783,99,99,1.85881437383979,9,,,95.9556,73.8889,10^-34.2716,6.77041e-05,0.00112478,,,10.668925962729537,13.218235547305174,64,,,48.8611,17.55,10^0.276883,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,32504.699942225783,100,100,1.85881437383979,9,,,95.9556,73.8889,10^-34.2716,,,,,100,13.218235547305174,64,4,63,48.8611,17.55,10^0.276883,,,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,20037.07929299,7.716037696800533,7.716037696800533,29.534495051009998,143,1,4,99.4496,78.3431,10^-40.13,0.466715,3.76719,,,0.2621686305724488,0.20653493042664334,1,,,100.0,25.0,10^-6.3,0.0666213,0.533678,,,"[238, 1117645]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,20037.07929299,99,99,26.229936164183705,127,1,4,99.5777,79.4132,10^-40.8569,0.0224088,0.215888,,,6.516457003213594,0.20653493042664334,1,,,100.0,25.0,10^-6.3,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,861.4269380261597,33.783964538534775,33.783964538534775,3.3045588868262934,16,,,98.4812,70.25,10^-34.6328,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
1911577,2,1911577,Oryzomicrobium,"",bacteria,false,4130.698608532867,100,100,0.4130698608532867,2,,,99.35,76.0,10^-39.1399,,,,,,,,,,,,,,,,,[1735038]
1735038,1,1911577,Oryzomicrobium terrae,"",bacteria,false,4130.698608532867,100,100,0.4130698608532867,2,,,99.35,76.0,10^-39.1399,,,,,,,,,,,,,,,,,
210601,2,210601,Nanofrustulum,"",eukaryota,false,4130.698608532867,100,100,0.4130698608532867,2,,,100.0,75.5,10^-39.4833,,,,,,,,,,,,,,,,,[210602]
210602,1,210601,Nanofrustulum shiloi,"",eukaryota,false,4130.698608532867,100,100,0.4130698608532867,2,,,100.0,75.5,10^-39.4833,,,,,,,,,,,,,,,,,
2609811,2,2609811,Thermothielavioides,"",eukaryota,false,2065.3493042664336,100,100,0.20653493042664334,1,,,92.1,76.0,10^-31.585,,,,,,,,,,,,,,,,,[2587410]
2587410,1,2609811,Thermothielavioides terrestris,"",eukaryota,false,2065.3493042664336,100,100,0.20653493042664334,1,,,92.1,76.0,10^-31.585,,,,,,,,,,,,,,,,,
178049,2,178049,Nomia,"",eukaryota,false,2065.3493042664336,100,100,0.20653493042664334,1,,,81.6,76.0,10^-20.6198,,,,,,,,,,,,,,,,,[2448451]
2448451,1,178049,Nomia melanderi,Alkali bee,eukaryota,false,2065.3493042664336,100,100,0.20653493042664334,1,,,81.6,76.0,10^-20.6198,,,,,,,,,,,,,,,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,1089.097301057946,-0.47506188791650084,-0.47506188791650084,46.26382441556811,224,8,117,99.1508,195.306,10^-118.387,463.276,877.806,,,-100,0.0,0,4,63,0,0,10^0,621.657,997.989,,,"[2607735, 2507131, 1670677, 1258683, 175244, 175245, 77133]"
2607735,1,-200,Guadeloupe mosquito virus,"",viruses,false,1089.097301057946,100,100,22.92537727735741,111,5,72,99.2571,213.395,10^-126.296,,,,,,,,,,,,,,,,,
2507131,1,-200,Renna virus,"",viruses,false,686.8181177842904,100,100,14.457445129865034,70,3,45,99.2138,241.9,10^-156.056,,,,,,,,,,,,,,,,,
1670677,1,-200,Humaita-Tubiacanga virus,"",viruses,false,196.23374793836865,100,100,4.1306986085328665,20,,,98.805,74.95,10^-37.875,,,,,-100,0.0,0,,,0,0,10^0,0.39786,1.6869,,,
1258683,1,-200,Basidiomycota sp. EM-2012b,"",eukaryota,false,19.623374793836867,100,100,0.4130698608532867,2,,,98.7,76.0,10^-38.4559,,,,,,,,,,,,,,,,,
175244,1,-200,uncultured Basidiomycota,"",eukaryota,false,0.0322562497291962,0.16437666847869079,0.16437666847869079,0.4130698608532867,2,,,100.0,74.5,10^-38.8056,0.133069,1.70341,,,,,,,,,,,,,,,
175245,1,-200,uncultured fungus,"",eukaryota,false,-0.015031287130475099,-0.06019313509895784,-0.1531977785512815,0.20653493042664334,1,,,100.0,75.0,10^-39.1427,2.19063,12.9512,,,-100,0.0,0,,,0,0,10^0,0.000125912,0.0020918,,,
77133,1,-200,uncultured bacterium,"",bacteria,false,-0.3927982537012781,-0.22240950330806766,-0.22240950330806766,3.71762874767958,18,,,98.5556,71.6667,10^-35.584,72.7869,310.55,,,-100,0.0,0,,,0,0,10^0,22.8879,92.29,,,
