tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1884455,2,1884455,Anphevirus,"",viruses,false,2190051.9182002926,100,100,214.10590598070266,1294,11,1270,99.6461,2394.5,10^-295.497,,,,,99,122.77170188383414,742,15,742,89.2672,257.955,10^0.0875962,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,2190051.9182002926,100,100,212.6167613486885,1285,11,1270,99.6456,2411.02,10^-297.333,,,,,100,6.452960072061363,39,3,39,36.0477,39.1795,10^0.402308,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,1166446.9902566923,100,100,1.4891446320141608,9,,,99.7111,72.8889,10^-37.4058,,,,,100,116.31874181177278,703,12,703,92.2796,270.338,10^0.0697823,,,,,
1980421,2,1980421,Phasivirus,"",viruses,false,1901234.7105883383,99,99,192.26511804449498,1162,12,1135,98.3879,1759.53,10^-287.154,0.0152791,0.253836,,,8.300465052140755,94.64341439023333,572,3,572,82.307,570.774,10^0.11053,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1901234.7105883383,99,99,192.26511804449498,1162,12,1135,98.3879,1759.53,10^-287.154,0.0152791,0.253836,,,21.441731314887093,94.64341439023333,572,3,572,82.307,570.774,10^0.11053,0.265061,4.40162,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,73712.65928470096,99,99,7.445723160070804,45,,,95.6556,74.6,10^-34.4493,6.77041e-05,0.00112478,,,-100,0.0,0,,,0,0,10^0,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,73712.65928470096,100,100,7.445723160070804,45,,,95.6556,74.6,10^-34.4493,,,,,,,,,,,,,,,,,
7158,2,7158,Aedes,"",eukaryota,false,40016.47257129668,6.600669088392421,6.600669088392421,269.7006389092313,1630,19,1136,93.2368,213.597,10^-85.4417,10.6521,39.2458,,,-0.30497669896392215,19.85526176018881,120,5,114,63.0292,53.5763,10^0.000169492,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,40016.47257129668,22.82939527391692,22.82939527391692,265.56412604252534,1605,19,1136,93.28,216.008,10^-86.4307,3.56942,11.4762,,,-0.1990624409530905,19.68980124552057,119,5,114,62.7132,53.8291,10^0.0557265,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.42148854241406,-0.08799933212195349,-0.08799933212195349,4.136512866706002,25,,,90.66,69.68,10^-26.418,6.04264,21.6607,,,-0.3720957611649413,0.16546051466824008,1,,,100.0,24.0,10^-6.5,61.7901,165.615,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,5300.088703244237,4.839236448788389,4.839236448788389,18.69703815751113,113,2,19,99.5611,95.1416,10^-48.4338,0.466715,3.76719,,,0.18520383952165928,0.16546051466824008,1,,,100.0,24.0,10^-8.1,0.0666213,0.533678,,,"[238, 1117645]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,5300.088703244237,71.17310394346295,71.17310394346295,15.387827864146328,93,2,19,99.4946,100.226,10^-50.9718,0.0224088,0.215888,,,5.204929582611919,0.16546051466824008,1,,,100.0,24.0,10^-8.1,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,541.7821820094388,33.83167567636809,33.83167567636809,3.3092102933648015,20,,,99.87,71.5,10^-36.632,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
178049,2,178049,Nomia,"",eukaryota,false,3309.2102933648016,100,100,0.33092102933648015,2,,,89.95,64.5,10^-23.0825,,,,,,,,,,,,,,,,,[2448451]
2448451,1,178049,Nomia melanderi,Alkali bee,eukaryota,false,3309.2102933648016,100,100,0.33092102933648015,2,,,89.95,64.5,10^-23.0825,,,,,,,,,,,,,,,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,3166.2724575549937,-0.4534994716608378,-0.4534994716608378,65.19144277928659,394,9,322,99.0931,905.867,10^-213.714,463.276,877.806,,,-0.5819585715643606,40.8687471230553,247,4,242,99.5231,436.829,10^-0.139184,621.657,997.989,,,"[2607735, 2507131, 1670677, 77133]"
2607735,1,-200,Guadeloupe mosquito virus,"",viruses,false,3166.2724575549937,100,100,17.37335404016521,105,4,73,99.3749,249.291,10^-145.253,,,,,100,40.8687471230553,247,4,242,99.5231,436.829,10^-0.139184,,,,,
