tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1884455,2,1884455,Anphevirus,"",viruses,false,1706228.8726064584,100,100,136.4472091637553,834,12,741,99.6063,1079.72,10^-264.347,,,,,60.674911964886576,65.93312385251005,403,11,403,91.76,145.428,10^0.099597,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,1706228.8726064584,100,100,133.9931226680043,819,12,741,99.6088,1098.34,10^-268.532,,,,,100,60.370527795474466,369,10,369,91.0809,140.129,10^0.108926,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,58291.8675631959,100,100,2.4540864957509947,15,,,99.4667,75.0667,10^-38.6408,,,,,100,5.562596057035588,34,1,34,99.01,202.0,10^0.0,,,,,
1980421,2,1980421,Phasivirus,"",viruses,false,1656836.5491870027,99,99,167.04148747745103,1021,13,975,98.4659,1868.37,10^-280.868,0.0152791,0.253836,,,8.741498385820705,99.63591172749038,609,4,609,83.574,803.794,10^0.0897015,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1656836.5491870027,99,99,167.04148747745103,1021,13,975,98.4659,1868.37,10^-280.868,0.0152791,0.253836,,,22.575972193758293,99.63591172749038,609,4,609,83.574,803.794,10^0.0897015,0.265061,4.40162,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,150308.29447416967,48.92519706891411,8.344790001237774,31.90312444476293,195,1,72,99.178,138.298,10^-70.1211,0.466715,3.76719,,,48.92519706891411,26.176922621343945,160,2,159,45.805,23.2812,10^0.242875,0.0666213,0.533678,,,"[238, 1117645, 172045]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,150308.29447416967,99,99,28.46740335071154,174,1,72,99.5459,147.435,10^-75.3268,0.0224088,0.215888,,,99,26.176922621343945,160,2,159,45.805,23.2812,10^0.242875,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,824.187586660608,31.77301659932295,31.77301659932295,3.108509561284593,19,,,97.4842,64.1579,10^-29.1819,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
172045,1,308865,Elizabethkingia miricola,"",bacteria,false,3.8432063223912563,1.4075041560888233,1.4075041560888233,0.32721153276679926,2,,,84.0,66.0,10^-16.5642,0.0206332,0.217817,,,-100,0.0,0,,,0,0,10^0,0.0271814,0.328579,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,118222.60500462365,99,99,8.180288319169982,50,,,95.4943,97.56,10^-42.9314,6.77041e-05,0.00112478,,,17.374548880147394,21.432355396225354,131,,,53.7083,15.9449,10^0.661024,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,118222.60500462365,100,100,8.180288319169982,50,1,9,95.4943,97.56,10^-42.9314,,,,,100,21.432355396225354,131,2,127,53.7083,15.9449,10^0.661024,,,,,
7158,2,7158,Aedes,"",eukaryota,false,23248.284355118874,5.468942926630144,5.468942926630144,225.2851403099413,1377,15,871,93.1842,221.187,10^-95.2711,10.6521,39.2458,,,-0.34513955484035985,4.908172991501989,30,1,30,92.5,40.0,10^1.32e-21,133.356,372.162,,,"[7159, 373846, 317808, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,23248.284355118874,19.0915135713744,19.0915135713744,222.66744804780691,1361,15,871,93.2335,223.064,10^-96.147,3.56942,11.4762,,,-0.3025614729727698,4.908172991501989,30,1,30,92.5,40.0,10^1.32e-21,48.1197,142.819,,,
373846,1,7158,Aedes maehleri,"",eukaryota,false,89.47505988183973,100,100,0.16360576638339963,1,,,93.4,61.0,10^-24.1367,,,,,,,,,,,,,,,,,
317808,1,7158,Aedes vittatus,"",eukaryota,false,66.26123229200832,74.05553277026306,74.05553277026306,0.16360576638339963,1,,,91.3,46.0,10^-13.9586,0.000177795,0.00220683,,,,,,,,,,,,,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.169895458579124,-0.17322428502460238,-0.17322428502460238,2.290480729367595,14,,,88.6929,69.3571,10^-24.1406,6.04264,21.6607,,,-100,0.0,0,,,0,0,10^0,61.7901,165.615,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,2748.9100652241505,-0.4819162565187338,-0.4819162565187338,40.24701853031631,246,9,194,99.2266,361.521,10^-193.232,463.276,877.806,,,-0.5961881945387233,26.667739920494142,163,9,290,89.1878,141.331,10^0.157962,621.657,997.989,,,"[2607735, 2507131, 1670677, 13136]"
2607735,1,-200,Guadeloupe mosquito virus,"",viruses,false,2748.9100652241505,100,100,24.05004765835975,147,6,117,99.5017,305.535,10^-198.01,,,,,100,26.667739920494142,163,7,163,89.1878,141.331,10^0.157962,,,,,
2507131,1,-200,Renna virus,"",viruses,false,528.2566658184553,100,100,10.961586347687776,67,1,51,98.9508,586.349,10^-242.3,,,,,,,,,,,,,,,,,
1670677,1,-200,Humaita-Tubiacanga virus,"",viruses,false,236.53283544109937,100,100,4.908172991501989,30,1,17,98.4802,150.933,10^-72.8964,,,,,-100,0.0,0,,,0,0,10^0,0.39786,1.6869,,,
13136,1,-200,unidentified marine bacterioplankton,"",bacteria,false,11.67002969474164,74.0068266186726,74.0068266186726,0.32721153276679926,2,,,100.0,76.0,10^-39.8239,0.000512097,0.00441445,,,,,,,,,,,,,,,
685950,2,685950,Fervidicoccus,"",archaea,false,1636.0576638339962,100,100,0.16360576638339963,1,,,91.9,37.0,10^-9.25964,,,,,,,,,,,,,,,,,[683846]
683846,1,685950,Fervidicoccus fontis,"",archaea,false,1636.0576638339962,100,100,0.16360576638339963,1,,,91.9,37.0,10^-9.25964,,,,,,,,,,,,,,,,,
501652,2,501652,Kyklioacalles,"",eukaryota,false,1636.0576638339962,100,100,0.16360576638339963,1,,,94.0,50.0,10^-18.0506,,,,,,,,,,,,,,,,,[1342271]
