tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,1256969.552834994,99,99,127.48559747258874,686,18,567,98.3645,735.025,10^-239.253,0.0152791,0.253836,,,6.325905092876847,72.29139565136592,389,8,389,84.2271,334.023,10^0.100888,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1256969.552834994,99,99,127.48559747258874,686,18,567,98.3645,735.025,10^-239.253,0.0152791,0.253836,,,16.363596732876967,72.29139565136592,389,8,389,84.2271,334.023,10^0.100888,0.265061,4.40162,,,
7158,2,7158,Aedes,"",eukaryota,false,46201.1812200173,6.911969156801235,6.911969156801235,281.91785913398996,1517,11,1057,92.6463,225.463,10^-86.9767,10.6521,39.2458,,,-0.2799298881958235,29.176732949265936,157,6,153,44.686,32.3376,10^0.108694,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,46201.1812200173,23.979119835544946,23.979119835544946,278.7585950566809,1500,11,1057,92.6693,227.186,10^-87.6451,3.56942,11.4762,,,-0.13393740408562715,28.990893885894817,156,6,153,44.3314,32.391,10^0.151058,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.9261597628726568,-0.1331155467132156,-0.1331155467132156,3.1592640773090506,17,,,90.5733,70.2667,10^-26.78,6.04264,21.6607,,,-0.3719727134415897,0.1858390633711206,1,,,100.0,24.0,10^-6.5,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,22077.68072848913,99,99,2.2300687604534475,12,,,95.5667,72.3333,10^-32.7568,6.77041e-05,0.00112478,,,-100,0.0,0,,,0,0,10^0,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,22077.68072848913,100,100,2.2300687604534475,12,,,95.5667,72.3333,10^-32.7568,,,,,,,,,,,,,,,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,13625.93366563106,7.177091248098941,7.177091248098941,27.50418137892585,148,2,20,99.5567,97.8699,10^-50.0915,0.466715,3.76719,,,-100,0.0,0,,,0,0,10^0,0.0666213,0.533678,,,"[238, 1117645, 172045]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,13625.93366563106,93.72475129443112,93.72475129443112,20.256457907452145,109,2,20,99.5279,106.29,10^-54.2673,0.0224088,0.215888,,,-100,0.0,0,,,0,0,10^0,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,3475.1274817439503,70.41797647712572,70.41797647712572,6.8760453447314624,37,,,99.7973,74.7568,10^-38.7928,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
172045,1,308865,Elizabethkingia miricola,"",bacteria,false,4.299187637585347,1.6116507285576478,1.6116507285576478,0.3716781267422412,2,,,96.65,75.0,10^-35.7124,0.0206332,0.217817,,,-100,0.0,0,,,0,0,10^0,0.0271814,0.328579,,,
194407,2,194407,Rhinatrema,"",eukaryota,false,11150.343802267238,100,100,1.1150343802267237,6,,,92.7833,46.1667,10^-14.9949,,,,,,,,,,,,,,,,,[194408]
194408,1,194407,Rhinatrema bivittatum,two-lined caecilian,eukaryota,false,11150.343802267238,100,100,1.1150343802267237,6,,,92.7833,46.1667,10^-14.9949,,,,,,,,,,,,,,,,,
50385,2,50385,Diabrotica,"",eukaryota,false,3716.781267422412,100,100,0.3716781267422412,2,,,94.1,51.0,10^-18.7212,,,,,-100,0.0,0,,,0,0,10^0,0.000671751,0.00440125,,,[50389]
50389,1,50385,Diabrotica virgifera,"",eukaryota,false,3716.781267422412,100,100,0.3716781267422412,2,,,94.1,51.0,10^-18.7212,,,,,-100,0.0,0,,,0,0,10^0,0.000671751,0.00440125,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,1690.618050622476,-0.5057481236280037,-0.5057481236280037,19.327262590596543,104,1,9,99.1274,87.8942,10^-44.5669,463.276,877.806,,,-0.6026123956201399,20.256457907452145,109,8,107,37.6119,42.8073,10^0.351651,621.657,997.989,,,"[2607735, 1670677, 2507131, 77133]"
2607735,1,-200,Guadeloupe mosquito virus,"",viruses,false,1690.618050622476,100,100,9.29195316855603,50,1,9,99.1791,101.78,10^-51.4384,,,,,100,20.256457907452145,109,8,107,37.6119,42.8073,10^0.351651,,,,,
1670677,1,-200,Humaita-Tubiacanga virus,"",viruses,false,357.1534788675737,100,100,7.061884408102583,38,,,98.8289,74.7368,10^-37.7383,,,,,-100,0.0,0,,,0,0,10^0,0.39786,1.6869,,,
