tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,4896963.864704187,99,99,466.9282108131404,1935,5,1932,98.4281,3750.88,10^-305.007,0.0152791,0.253836,,,22.21583166925666,252.1653644959854,1045,3,1045,94.0741,1167.57,10^0.0429268,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,4896963.864704187,99,99,466.9282108131404,1935,5,1932,98.4281,3750.88,10^-305.007,0.0152791,0.253836,,,57.228998299713595,252.1653644959854,1045,3,1045,94.0741,1167.57,10^0.0429268,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,721506.6409980826,100,100,83.00945970011385,344,12,127,99.5829,170.787,10^-95.7432,,,,,23.21200108343842,25.33718973404638,105,10,105,64.1283,57.6095,10^0.279905,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,721506.6409980826,100,100,72.15066409980825,299,12,127,99.577,185.404,10^-104.45,,,,,,,,,,,,,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,167400.64355885284,100,100,10.85879560030559,45,,,99.6222,74.3111,10^-38.2811,,,,,100,25.33718973404638,105,10,105,64.1283,57.6095,10^0.279905,,,,,
7158,2,7158,Aedes,"",eukaryota,false,33755.92883279738,6.2276458454849575,6.2276458454849575,255.06104332273355,1057,12,579,94.7512,187.754,10^-88.0322,10.6521,39.2458,,,-0.041264524078257786,117.99891218998742,489,3,484,29.1216,46.4,10^0.381978,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,33755.92883279738,21.577762518987353,21.577762518987353,251.20013822040266,1041,12,579,94.8087,189.712,10^-89.0462,3.56942,11.4762,,,-0.33185906842446006,0.7239197066870394,3,,,100.0,25.0,10^-6.36667,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-0.8005462817408131,0.3350233522525156,-0.10072319443365742,3.8609051023308765,16,,,91.1312,64.5,10^-24.2102,6.04264,21.6607,,,0.3350233522525156,117.27499248330038,486,3,484,28.6613,46.539,10^0.425801,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,30994.031858890925,99,99,2.171759120061118,9,,,95.4333,73.8889,10^-33.8133,6.77041e-05,0.00112478,,,8.742789642360231,10.85879560030559,45,,,42.9633,24.0222,10^0.0617778,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,30994.031858890925,100,100,2.171759120061118,9,,,95.4333,73.8889,10^-33.8133,,,,,100,10.85879560030559,45,1,44,42.9633,24.0222,10^0.0617778,,,,,
