tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,2387905.3016461274,99,99,240.4887027568919,1554,6,1553,98.0795,3979.15,10^-304.929,0.0152791,0.253836,,,10.165575703539204,115.7564669640638,748,5,748,87.305,508.32,10^0.0784011,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,2387905.3016461274,99,99,240.4887027568919,1554,6,1553,98.0795,3979.15,10^-304.929,0.0152791,0.253836,,,26.238386313235534,115.7564669640638,748,5,748,87.305,508.32,10^0.0784011,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,444145.80238885444,100,100,46.73589976356587,302,11,175,99.485,294.741,10^-144.95,,,,,30.677474927233558,33.4270011553981,216,14,215,72.6489,47.2571,10^0.200719,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,444145.80238885444,100,100,44.41458023888544,287,11,175,99.4856,306.609,10^-150.704,,,,,,,,,,,,,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,125758.79423053749,100,100,2.321319524680424,15,,,99.4733,74.0,10^-37.9169,,,,,100,33.4270011553981,216,14,215,72.6489,47.2571,10^0.200719,,,,,
308865,2,308865,Elizabethkingia,"",bacteria,false,15292.283511740805,6.654243553281003,6.654243553281003,25.534514771484663,165,2,10,99.4095,82.7764,10^-41.8499,0.466715,3.76719,,,0.16514327924084363,0.15475463497869493,1,,,100.0,24.0,10^-7.1,0.0666213,0.533678,,,"[238, 1117645, 172045]"
238,1,308865,Elizabethkingia meningoseptica,"",bacteria,false,15292.283511740805,99,99,23.21319524680424,150,2,10,99.4482,83.7945,10^-42.3708,0.0224088,0.215888,,,4.863085285736475,0.15475463497869493,1,,,100.0,24.0,10^-7.1,0.00245253,0.031318,,,
1117645,1,308865,Elizabethkingia anophelis,"",bacteria,false,274.75339329442164,20.523780192253994,20.523780192253994,2.011810254723034,13,,,99.6385,74.2308,10^-38.3046,0.0109264,0.097491,,,-100,0.0,0,,,0,0,10^0,0.0282271,0.414281,,,
172045,1,308865,Elizabethkingia miricola,"",bacteria,false,2.7314430391288744,1.3262328925537943,1.3262328925537943,0.30950926995738987,2,,,95.1,64.0,10^-26.8669,0.0206332,0.217817,,,-100,0.0,0,,,0,0,10^0,0.0271814,0.328579,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,12482.590958769957,-0.2686091079137286,-0.2686091079137286,227.48931341868155,1470,5,1374,98.9237,2282.43,10^-288.949,463.276,877.806,,,-0.4622608046402035,160.32580183792794,1036,3,1036,90.3734,554.975,10^0.0147574,621.657,997.989,,,"[2607735, 1670677, 91750, 77133]"
