tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
1980421,2,1980421,Phasivirus,"",viruses,false,1728244.2398005023,99,99,169.2884362791122,846,13,745,98.2634,1774.57,10^-250.882,0.0152791,0.253836,,,13.303611145257335,151.27902816431305,756,7,756,77.4336,616.138,10^0.236765,0.68215,11.32,,,[1980610]
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,1728244.2398005023,99,99,169.2884362791122,846,13,745,98.2634,1774.57,10^-250.882,0.0152791,0.253836,,,34.30872432520596,151.27902816431305,756,7,756,77.4336,616.138,10^0.236765,0.265061,4.40162,,,
1884455,2,1884455,Anphevirus,"",viruses,false,106055.40334270624,100,100,12.006272076532781,60,,,99.6067,74.6667,10^-38.5067,,,,,-100,0.0,0,,,0,0,10^0,0.183969,1.08363,,,"[2230910, 2059675]"
2230910,1,1884455,Aedes anphevirus,"",viruses,false,106055.40334270624,100,100,10.605540334270623,53,,,99.6302,74.5472,10^-38.4489,,,,,,,,,,,,,,,,,
2059675,1,1884455,Aedes aegypti anphevirus,"",viruses,false,14007.317422621576,100,100,1.4007317422621577,7,,,99.4286,75.5714,10^-38.9447,,,,,,,,,,,,,,,,,
7158,2,7158,Aedes,"",eukaryota,false,59665.523858406814,7.509272834625625,7.509272834625625,305.35951981315037,1526,8,1076,93.93,274.19,10^-118.132,10.6521,39.2458,,,-0.35779014371534745,0.20010453460887967,1,,,96.0,25.0,10^-6.5,133.356,372.162,,,"[7159, 7160]"
7159,1,7158,Aedes aegypti,yellow fever mosquito,eukaryota,false,59665.523858406814,26.157548974074988,26.157548974074988,303.75868353627936,1518,8,1076,93.944,275.198,10^-118.585,3.56942,11.4762,,,-0.33552675390102943,0.20010453460887967,1,,,96.0,25.0,10^-6.5,48.1197,142.819,,,
7160,1,7158,Aedes albopictus,Asian tiger mosquito,eukaryota,false,-2.4650837430595502,-0.2050627968223078,-0.2050627968223078,1.6008362768710374,8,,,91.0,63.5714,10^-23.535,6.04264,21.6607,,,-100,0.0,0,,,0,0,10^0,61.7901,165.615,,,
-200011006,2,-200011006,non-genus-specific reads in family Totiviridae,,viruses,false,23772.418711534905,99,99,2.401254415306556,12,,,95.0083,74.5833,10^-33.714,6.77041e-05,0.00112478,,,-100,0.0,0,,,0,0,10^0,0.149228,1.22496,,,[2603435]
2603435,1,-200011006,Aedes aegypti totivirus,"",viruses,false,23772.418711534905,100,100,2.401254415306556,12,,,95.0083,74.5833,10^-33.714,,,,,,,,,,,,,,,,,
-200,2,-200,all taxa with neither family nor genus classification,,,false,2763.7840785855224,-0.4666725731252922,-0.4666725731252922,53.628015275179756,268,8,185,99.076,356.17,10^-176.169,463.276,877.806,,,-0.5924324924818313,30.41588926054971,152,6,149,94.0267,177.331,10^-0.131757,621.657,997.989,,,"[2607735, 2507131, 1670677, 77133]"
